7 1 72 -1
7 1 71 -1
7 1 70 -1
7 1 60 -1
7 1 58 -1
7 1 50 -1
7 1 49 -1
7 1 75 -1
7 1 46 -1
7 1 45 -1
7 1 48 -1
7 1 13 -1
7 1 12 -1
7 1 10 -1
7 1 14 -1
7 1 32 -1
7 1 44 -1
7 1 39 -1
7 1 11 -1
7 1 9 -1
7 1 40 -1
7 1 84 -1
7 1 8 -1
7 1 7 -1
7 1 57 -1
7 1 6 -1
7 1 76 -1
7 1 5 -1
7 1 74 -1
7 1 4 -1
7 1 15 -1
7 1 16 -1
7 1 31 -1
7 1 42 -1
7 1 30 -1
7 1 59 -1
7 1 56 -1
7 1 38 -1
7 1 41 -1
7 1 43 -1
6 1 84 -1
6 1 16 -1
6 1 6 -1
6 1 50 -1
6 1 14 -1
6 1 4 -1
6 1 12 -1
6 1 10 -1
6 1 58 -1
6 1 2 -1
6 1 82 -1
6 1 8 -1
6 1 0 -1
6 1 -2 -1
6 1 32 -1
6 1 40 -1
6 1 42 -1
6 1 44 -1
6 1 46 -1
6 1 60 -1
6 1 72 -1
6 1 74 -1
6 1 76 -1
42 0 6 1
91 0 -81 1
91 0 -82 1
91 0 -84 1
91 0 -79 1
91 0 -80 1
91 0 -85 1
91 0 -78 1
91 0 -86 1
40 0 44 1
40 0 34 1
40 0 8 1
40 0 32 1
40 0 0 1
40 0 -30 1
40 0 -32 1
40 0 -28 1
40 0 -34 1
38 0 46 1
38 0 36 1
38 0 10 1
38 0 34 1
38 0 2 1
38 0 -28 1
38 0 -30 1
38 0 -26 1
38 0 -32 1
45 0 -4 1
45 0 -5 1
45 0 -6 1
39 0 0 1
39 0 -29 1
39 0 -27 1
39 0 -31 1
39 0 -26 1
39 0 -32 1
39 0 -33 1
39 0 34 1
39 0 -34 1
39 0 1 1
39 0 2 1
39 0 -28 1
39 0 8 1
39 0 36 1
39 0 9 1
39 0 46 1
39 0 10 1
39 0 32 1
39 0 33 1
39 0 35 1
39 0 -30 1
39 0 44 1
39 0 45 1
66 0 16 1
66 0 8 1
66 0 -26 1
66 0 -56 1
66 0 -12 1
66 0 -58 1
66 0 -10 1
66 0 -54 1
66 0 -60 1
83 0 -76 1
83 0 -77 1
83 0 -78 1
43 0 6 1
43 0 5 1
43 0 4 1
24 0 -18 1
21 0 -14 1
21 0 -15 1
21 0 -16 1
9 0 -4 1
7 0 -2 1
15 0 -8 1
15 0 -9 1
15 0 -10 1
72 1 -34 -1
19 0 -12 1
19 0 -13 1
19 0 -14 1
59 1 22 -1
59 1 21 -1
59 1 20 -1
59 1 -42 -1
19 1 -2 -1
57 0 -50 1
57 0 -51 1
57 0 -52 1
11 0 -6 1
12 0 -6 1
13 0 -6 1
13 0 -7 1
13 0 -8 1
14 0 -8 1
16 0 -10 1
44 0 4 1
44 0 -4 1
89 0 -82 1
89 0 -83 1
89 0 -84 1
5 0 0 1
23 0 -16 1
23 0 -17 1
23 0 -18 1
20 0 -14 1
51 0 -44 1
51 0 -45 1
51 0 -46 1
50 0 -44 1
18 0 64 1
18 0 56 1
18 0 38 1
18 0 0 1
18 0 -10 1
18 0 36 1
18 0 -8 1
18 0 -6 1
18 0 -2 1
18 0 -12 1
18 0 40 1
18 0 22 1
46 0 -6 1
46 0 -36 1
46 0 -34 1
46 0 -40 1
47 0 -37 1
47 0 -38 1
47 0 -40 1
47 0 -35 1
47 0 -36 1
47 0 -41 1
47 0 -34 1
47 0 -42 1
48 0 -38 1
48 0 -36 1
48 0 -42 1
49 0 -42 1
49 0 -43 1
49 0 -44 1
52 0 -46 1
53 0 -46 1
53 0 -47 1
53 0 -48 1
54 0 -14 1
54 0 -48 1
56 0 -16 1
56 0 -50 1
58 0 -52 1
64 0 -54 1
64 0 -52 1
64 0 -58 1
22 0 -16 1
65 0 -55 1
65 0 -56 1
65 0 -58 1
65 0 -53 1
65 0 -54 1
65 0 -59 1
65 0 -52 1
65 0 -60 1
67 0 -28 1
67 0 -57 1
67 0 16 1
67 0 -58 1
67 0 -55 1
67 0 -59 1
67 0 -56 1
67 0 -54 1
67 0 -60 1
67 0 -61 1
67 0 -12 1
67 0 6 1
67 0 -27 1
67 0 -26 1
67 0 -14 1
67 0 -13 1
67 0 -11 1
67 0 -62 1
67 0 14 1
67 0 -10 1
67 0 8 1
67 0 15 1
67 0 7 1
68 0 14 1
68 0 6 1
68 0 -28 1
68 0 -58 1
68 0 -14 1
68 0 -60 1
68 0 -12 1
68 0 -56 1
68 0 -62 1
79 0 -6 1
79 0 -70 1
79 0 -71 1
79 0 -72 1
79 0 -73 1
79 0 -4 1
79 0 -5 1
79 0 -74 1
12 1 78 -1
12 1 54 -1
12 1 68 -1
12 1 52 -1
12 1 34 -1
12 1 26 -1
41 0 8 1
41 0 7 1
41 0 6 1
48 1 -6 -1
48 1 -8 -1
48 1 -10 -1
17 0 -10 1
17 0 -11 1
17 0 -12 1
78 0 -4 1
78 0 -70 1
78 0 -72 1
55 0 -14 1
55 0 -15 1
55 0 -16 1
80 0 -6 1
80 0 -22 1
80 0 -70 1
80 0 -72 1
80 0 -24 1
80 0 -68 1
80 0 -74 1
81 0 -7 1
81 0 -22 1
81 0 -6 1
81 0 -24 1
81 0 -25 1
81 0 -76 1
81 0 -68 1
81 0 -70 1
81 0 -74 1
81 0 -73 1
81 0 -69 1
81 0 -72 1
81 0 -71 1
81 0 -8 1
81 0 -23 1
81 0 -75 1
81 0 -26 1
82 0 -8 1
82 0 -24 1
82 0 -72 1
82 0 -74 1
82 0 -26 1
82 0 -70 1
82 0 -76 1
84 0 -78 1
88 0 -82 1
90 0 -80 1
90 0 -78 1
90 0 -84 1
92 0 -82 1
92 0 -80 1
92 0 -86 1
